periodo,departamento,n_adultos_18_64,peso_total_18_64,tasa_trabaja_horas_hombre,tasa_trabaja_horas_mujer,horas_prom_hombre,horas_prom_mujer,pobreza_hombre,pobreza_mujer,ingreso_neto_hogar_hombre,ingreso_neto_hogar_mujer,tasa_educ_sup_hombre,tasa_educ_sup_mujer,tasa_educ_univ_hombre,tasa_educ_univ_mujer,gap_trabaja_horas_h_m,gap_horas_h_m,gap_pobreza_m_h,gap_ingreso_hogar_h_m,gap_educ_sup_m_h,gap_educ_univ_m_h,ratio_trabajo_m_h,ratio_horas_m_h,ratio_ingreso_hogar_m_h,ratio_pobreza_m_h,ratio_educ_sup_m_h,n_mujeres_18_49,peso_mujeres_18_49,share_mujeres_18_49_con_u6,prom_ninios_u6_hogar_mujer_18_49,share_mujeres_18_49_con_2mas_u6,tasa_trabaja_mujer_no_u6,tasa_trabaja_mujer_si_u6,horas_mujer_no_u6,horas_mujer_si_u6,pobreza_mujer_no_u6,pobreza_mujer_si_u6,ingreso_hogar_mujer_no_u6,ingreso_hogar_mujer_si_u6,penalidad_maternidad_trabajo,penalidad_maternidad_horas,penalidad_maternidad_pobreza,penalidad_maternidad_ingreso,penalidad_maternidad_trabajo_educ_sup,penalidad_maternidad_trabajo_no_educ_sup,mitigacion_penalidad_trabajo_por_educ,penalidad_maternidad_ingreso_educ_sup,penalidad_maternidad_ingreso_no_educ_sup,mitigacion_penalidad_ingreso_por_educ
2008-2024,Perú,1100953,323164923.87817264,0.8311077307142686,0.6891518865723104,43.56580757998814,36.121490028622894,0.21689154767183655,0.22247570381134668,16618.67259554644,15782.743319923866,0.3387707962101495,0.32759680735954105,0.18862525843148528,0.17115602398322746,0.14195584414195817,7.444317551365245,0.0055841561395101325,835.9292756225732,-0.01117398885060844,-0.01746923444825782,0.8291968190213334,0.8291247663044636,0.9496993956155927,1.0257463059277863,0.9670160799702555,423947,125434691.51040013,0.41171219747048854,0.5323791446427056,0.09950698653883283,0.7081893070650478,0.6567876296496542,37.375133031058375,34.359228340741296,0.16880801521465852,0.3359330646871551,16645.24093075832,14959.805879632298,-0.05140167741539359,-3.015904690317079,0.1671250494724966,-1685.43505112602,-0.03397162527805819,-0.0643386862416534,0.030367060963595205,-38.749473421248695,-162.7355013410015,123.98602791975281
