periodo,departamento,total_autoridades_electas,n_autoridades_mujeres,n_autoridades_hombres,share_autoridades_mujeres,share_autoridades_hombres,ratio_autoridades_mujer_hombre,share_liderazgo_ejecutivo_mujeres,share_alcaldias_mujeres,share_gobernaciones_mujeres,share_regidurias_mujeres,share_consejerias_mujeres,densidad_liderazgo_femenino,brecha_liderazgo_vs_base_mujeres,indice_techo_politico_mujeres
2008-2024,Perú,130958,37324,93634,0.28500740695490157,0.7149925930450984,0.3986158873913322,0.045066289367499866,0.04226326715281844,0.22297297297297297,0.329536231072798,0.22509702457956016,0.006566990943661326,-0.2399411175874017,0.15812322159974943
